ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-36318318,Ullmann,"[""S1)copper"", ""fac-Tris(2-(2-pyridinyl)phenyl)iridium""]","[""Cu"", ""Ir""]","[""4"", ""7-Diphenyl-1"", ""10-phenanthroline"", ""(2-Thiophenecarboxylato-O2""]",[],[],"[""Dioxane""]",25.0,1.05,60,Clc1n[nH]c2ccccc12 . Cc1cc(C)c(I(OC(=O)C2CCOC(c3ccc(C(F)(F)F)nc3)C2)OC(=O)C2CCOC(c3ccc(C(F)(F)F)nc3)C2)c(C)c1,FC(F)(F)c1ccc([C@@H]2C[C@H](n3nc(Cl)c4ccccc43)CCO2)cn1 . FC(F)(F)c1ccc([C@@H]2C[C@@H](n3nc(Cl)c4ccccc43)CCO2)cn1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(2-Thiophenecarboxylato-O2+10-phenanthroline+4+7-Diphenyl-1/none/Dioxane,1b153e53,1b153e53,RCT: 89599-47-3 + 271-63-6 | PRO: 3030434-53-5 + 3030434-54-6 | CAT: 1662-01-7 + 68986-76-5 + 94928-86-6 | SOL: 123-91-1,"[""89599-47-3"", ""271-63-6""]","[""3030434-53-5"", ""3030434-54-6""]",[],"[""Unresolved CAS 1662-01-7"", ""Unresolved CAS 68986-76-5"", ""Unresolved CAS 94928-86-6""]","[""1,4-Dioxane""]"
31-614-CAS-38062406,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110.0,12.0,70,CC1(C)CC(=O)CC(=O)C1 . O=C(Nc1ccccc1)c1ccccc1Br,CC1(C)CC(=O)c2c(n(-c3ccccc3)c(=O)c3ccccc23)C1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 109-04-6 + 7699-18-5 | PRO: 2098865-72-4 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""109-04-6"", ""7699-18-5""]","[""2098865-72-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062408,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110.0,12.0,68,CC1(C)CC(=O)CC(=O)C1 . COc1ccccc1NC(=O)c1ccccc1Br,COc1ccccc1-n1c2c(c3ccccc3c1=O)C(=O)CC(C)(C)C2,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 91-21-4 + 615-37-2 | PRO: 3340-79-2 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""91-21-4"", ""615-37-2""]","[""3340-79-2""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062412,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110.0,12.0,65,CC1(C)CC(=O)CC(=O)C1 . COc1ccc(Br)c(C(=O)Nc2ccc(F)cc2)c1,COc1ccc2c3c(n(-c4ccc(F)cc4)c(=O)c2c1)CC(C)(C)CC3=O,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 1722-12-9 + 111-49-9 | PRO: 1504558-39-7 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""1722-12-9"", ""111-49-9""]","[""1504558-39-7""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062430,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-18-1""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90.0,12.0,64,CC1(C)CC(=O)CC(=O)C1 . Cc1cccc(NC(=O)c2ccccc2Br)c1,Cc1cccc(-n2c3c(c4ccccc4c2=O)C(=O)CC(C)(C)C3)c1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-18-1/Cesium carbonate (Cs2CO3)/DMF,0a84dc02,0a84dc02,RCT: 126-81-8 + 10278-30-5 | PRO: 2999684-19-2 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-18-1 | SOL: 68-12-2,"[""126-81-8"", ""10278-30-5""]","[""2999684-19-2""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-18-1""]","[""DMF""]"
31-614-CAS-38062433,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-16-9""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90.0,12.0,56,CC1(C)CC(=O)CC(=O)C1 . Cc1cccc(NC(=O)c2ccccc2Br)c1,Cc1cccc(-n2c3c(c4ccccc4c2=O)C(=O)CC(C)(C)C3)c1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-16-9/Cesium carbonate (Cs2CO3)/DMF,36fdabf2,36fdabf2,RCT: 126-81-8 + 10278-30-5 | PRO: 2999684-19-2 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-16-9 | SOL: 68-12-2,"[""126-81-8"", ""10278-30-5""]","[""2999684-19-2""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-16-9""]","[""DMF""]"
31-614-CAS-38062438,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N2"", ""N6-Bis[[1-(2"", ""3"", ""4"", ""2"", ""3-triazol-4-yl]methyl]-2"", ""6-pyridinedicarboxamide""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90.0,13.0,52,CC1(C)CC(=O)CC(=O)C1 . Cc1cccc(NC(=O)c2ccccc2Br)c1,Cc1cccc(-n2c3c(c4ccccc4c2=O)C(=O)CC(C)(C)C3)c1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2+3+3-triazol-4-yl]methyl]-2+4+6-pyridinedicarboxamide+N2+N6-Bis[[1-(2/Cesium carbonate (Cs2CO3)/DMF,a1b971a3,a1b971a3,RCT: 111-49-9 + 626-55-1 | PRO: 2126944-30-5 | RGT: 534-17-8 | CAT: 7681-65-4 + 1021875-43-3 | SOL: 68-12-2,"[""111-49-9"", ""626-55-1""]","[""2126944-30-5""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 1021875-43-3""]","[""DMF""]"
31-614-CAS-38062440,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90.0,12.0,65,N#CCC#N . COc1ccccc1NC(=O)c1ccccc1Br,COc1ccccc1-n1c(N)c(C#N)c2ccccc2c1=O,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 271-58-9 + 536-74-3 + 100643-71-8 | PRO: 3005995-08-1 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""271-58-9"", ""536-74-3"", ""100643-71-8""]","[""3005995-08-1""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38073293,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",120.0,12.0,70,c1ccc2[nH]ccc2c1 . Ic1ccccc1NCc1ccccc1,c1ccc(CNc2ccccc2-n2ccc3ccccc32)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.","Cu(I)/none/Cesium carbonate (Cs2CO3)+N,N'-Dimethylethylenediamine (DMEDA)/DMF",fa0ba4ac,cab93ce8,RCT: 100-63-0 + 141-97-9 + 109-77-3 + 874-42-0 | PRO: 307553-10-2 | RGT: 110-70-3 + 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""100-63-0"", ""141-97-9"", ""109-77-3"", ""874-42-0""]","[""307553-10-2""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-38203226,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""1"", ""10-Phenanthroline""]","[""Unresolved CAS 7447-41-8""]","[""UNK""]","[""DMSO"", ""Water""]",60.0,12.0,65,c1ccc2nocc2c1 . C#Cc1ccccc1 . Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCN(c2nc3ccccc3cc2-c2ccccc2)CC1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(II)/1+10-Phenanthroline/Unresolved CAS 7447-41-8/DMSO+Water,f49633a6,2ec66567,RCT: 288-13-1 + 405-31-2 + 824-21-5 | PRO: 3032481-30-1 | RGT: 7447-41-8 | CAT: 66-71-7 + 142-71-2 | SOL: 67-68-5 + 7732-18-5,"[""288-13-1"", ""405-31-2"", ""824-21-5""]","[""3032481-30-1""]","[""Unresolved CAS 7447-41-8""]","[""1,10-Phenanthroline"", ""Copper(II) acetate (Cu(OAc)2)""]","[""DMSO"", ""Water""]"
31-614-CAS-38261580,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""18-Crown-6""]","[""Potassium tert-butoxide (KOtBu)""]","[""UNK""]","[""DMF""]",120.0,12.5,68,c1ccc2c(c1)Nc1ccccc1S2 . CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(N2c3ccccc3Sc3ccccc32)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/18-Crown-6/Potassium tert-butoxide (KOtBu)/DMF,ea965562,db234822,RCT: 108-26-9 + 66003-76-7 | PRO: 1789720-27-9 | RGT: 865-47-4 | CAT: 7681-65-4 + 17455-13-9 | SOL: 68-12-2,"[""108-26-9"", ""66003-76-7""]","[""1789720-27-9""]","[""Potassium tert-butoxide (KOtBu)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 17455-13-9""]","[""DMF""]"
31-614-CAS-38587751,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]","[""KOH""]","[""BASE""]","[""DMSO""]",120.0,12.0,60,c1ccc2[nH]ccc2c1 . Ic1ccccc1,c1ccc(-n2ccc3ccccc32)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/KOH/DMSO,f3ef4d44,f3ef4d44,RCT: 120-72-9 + 591-50-4 | PRO: 16096-33-6 | RGT: 1310-58-3 | CAT: 1317-39-1 | SOL: 67-68-5,"[""120-72-9"", ""591-50-4""]","[""16096-33-6""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)""]","[""DMSO""]"
31-614-CAS-38780010,Ullmann,"[""Copper""]","[""Cu""]","[""18-Crown-6""]","[""K2CO3""]","[""BASE""]","[""Unresolved CAS 95-50-1""]",160.0,,69,COc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1 . Brc1ccc2c(c1)CN1CN2Cc2cc(Br)ccc21,COc1ccc(N(c2ccc([N+](=O)[O-])cc2)c2ccc3c(c2)CN2CN3Cc3cc(N(c4ccc(OC)cc4)c4ccc([N+](=O)[O-])cc4)ccc32)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/18-Crown-6/K2CO3/Unresolved CAS 95-50-1,065265d4,065265d4,RCT: 288-88-0 + 22445-41-6 | PRO: 1609385-80-9 | RGT: 584-08-7 | CAT: 7440-50-8 + 17455-13-9 | SOL: 95-50-1,"[""288-88-0"", ""22445-41-6""]","[""1609385-80-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)"", ""Unresolved CAS 17455-13-9""]","[""Unresolved CAS 95-50-1""]"
31-614-CAS-38852523,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate (K3PO4)""]","[""UNK""]","[""Dioxane""]",100.0,20.0,52,Fc1ccc(I)cc1 . CCCN1CCC2(CCNC2=O)C1,CCCN1CCC2(CCN(c3ccc(F)cc3)C2=O)C1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate (K3PO4)/Dioxane,9801b168,9801b168,RCT: 201-67-2 + 38257-52-2 | PRO: 1312668-29-3 | RGT: 7778-53-2 | CAT: 110-70-3 + 7681-65-4 | SOL: 123-91-1,"[""201-67-2"", ""38257-52-2""]","[""1312668-29-3""]","[""Tripotassium phosphate (K3PO4)""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""1,4-Dioxane""]"
31-614-CAS-38854438,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",200.0,0.5,50,c1ccc2c(c1)[nH]c1ccccc12 . Brc1cccs1,c1csc(-n2c3ccccc3c3ccccc32)c1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/none/Cesium carbonate (Cs2CO3)/DMF,60eb11d1,60eb11d1,RCT: 591-50-4 + 1004547-90-3 | PRO: 2414610-75-4 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""591-50-4"", ""1004547-90-3""]","[""2414610-75-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
