ReactionID,ReactionType,CatalystCoreDetail,CatalystCoreGeneric,Ligand,FullCatalyticSystem,Reagent,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RawData,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-24775908,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""125700-67-6|125700-67-6"", ""Diisopropylethylamine|"", ""O-(Benzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium tetrafluoroborate|""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,1.5,80,CC(C)[C@H](NC(=O)c1ccoc1)C(=O)O . COC(=O)[C@H](C)N.Cl,COC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/125700-67-6|125700-67-6+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium tetrafluoroborate|+N′|+O-(Benzotriazol-1-yl)-N|/Dichloromethane|75-09-2,,,RCT: 19337-97-4 + 108468-00-4 | PRO: 3031471-27-6 | RGT: 7087-68-5 + 125700-67-6 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(Benzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium tetrafluoroborate""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24775908"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(Benzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium tetrafluoroborate"", ""Solvents: Dichloromethane; 30 min, rt"", ""1.2"", ""1 h, rt"", ""156. Scheme 156 (1 Reaction)"", ""Double bond geometry shown"", ""Double bond geometry shown"", ""Discovery of Small Molecules Simultaneously Targeting NAD(P)H:Quinone Oxidoreductase 1 and Nicotinamide Phosphoribosyltransferase: Treatment of Drug-Resistant Non-small-Cell Lung Cancer"", ""By: Zhang, Kuojun; et al"", ""Journal of Medicinal Chemistry (2022), 65(11), 7746-7769."", ""10.1021/acs.jmedchem.2c00077"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""19337-97-4"", ""108468-00-4""], ""pro_cas"": [""3031471-27-6""], ""rgt_cas"": [""7087-68-5"", ""125700-67-6""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""19337-97-4"", ""108468-00-4""]","[""3031471-27-6""]","[""7087-68-5"", ""125700-67-6""]",[],"[""75-09-2""]"
31-614-CAS-24775917,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""125700-67-6|125700-67-6"", ""Diisopropylethylamine|"", ""O-(Benzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium tetrafluoroborate|""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,1.5,82,CC(C)[C@H](NC(=O)c1ccoc1)C(=O)O . COC(=O)CN.Cl,COC(=O)CNC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/125700-67-6|125700-67-6+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium tetrafluoroborate|+N′|+O-(Benzotriazol-1-yl)-N|/Dichloromethane|75-09-2,,,RCT: 5337-03-1 + 17193-39-4 | PRO: 3085792-07-7 | RGT: 7087-68-5 + 125700-67-6 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(Benzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium tetrafluoroborate""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24775917"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(Benzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium tetrafluoroborate"", ""Solvents: Dichloromethane; 30 min, rt"", ""1.2"", ""1 h, rt"", ""138. Scheme 138 (1 Reaction)"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Absolute stereochemistry shown"", ""Structural Modifications of Covalent Cathepsin S Inhibitors: Impact on Affinity, Selectivity, and Permeability"", ""By: Meta, Mergim; et al"", ""ACS Medicinal Chemistry Letters (2024), 15(6), 837-844."", ""10.1021/acsmedchemlett.4c00050"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""5337-03-1"", ""17193-39-4""], ""pro_cas"": [""3085792-07-7""], ""rgt_cas"": [""7087-68-5"", ""125700-67-6""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""5337-03-1"", ""17193-39-4""]","[""3085792-07-7""]","[""7087-68-5"", ""125700-67-6""]",[],"[""75-09-2""]"
31-614-CAS-24782806,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""12125-02-9|12125-02-9"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|"", ""Ammonium chloride|""]","[""BASE"", ""WORKUP""]","[""Dimethylformamide|68-12-2"", ""Water|7732-18-5""]",65.0,16.0,82,Nc1ccc(F)c(F)c1 . Cn1cccc1C(=O)O,Cn1cccc1C(=O)Nc1ccc(F)c(F)c1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/12125-02-9|12125-02-9+148893-10-1|148893-10-1+7087-68-5|7087-68-5+Ammonium chloride|+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Dimethylformamide|68-12-2+Water|7732-18-5,,,RCT: 103-82-2 + 1599822-92-0 | PRO: 2484994-88-7 | RGT: 7087-68-5 + 148893-10-1 + 12125-02-9 | SOL: 68-12-2 + 7732-18-5,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate"", ""Ammonium chloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide"", ""Water""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24782806"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Dimethylformamide; rt; overnight, 65 °C"", ""1.2"", ""Reagents: Ammonium chloride"", ""Solvents: Water"", ""206. Scheme 206 (1 Reaction)"", ""Allosteric kidney-type glutaminase (GLS) inhibitors with a mercaptoethyl linker"", ""By: Duvall, Bridget; et al"", ""Bioorganic & Medicinal Chemistry (2020), 28(20), 115698."", ""10.1016/j.bmc.2020.115698"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""103-82-2"", ""1599822-92-0""], ""pro_cas"": [""2484994-88-7""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1"", ""12125-02-9""], ""cat_cas"": [], ""sol_cas"": [""68-12-2"", ""7732-18-5""], ""notes"": []}}","[""103-82-2"", ""1599822-92-0""]","[""2484994-88-7""]","[""7087-68-5"", ""148893-10-1"", ""12125-02-9""]",[],"[""68-12-2"", ""7732-18-5""]"
31-614-CAS-24782838,Other,[],[],[],[],"[""530-62-1|530-62-1"", ""12125-02-9|12125-02-9"", ""1310-73-2|1310-73-2"", ""7647-01-0|7647-01-0"", ""1|"", ""1′-Carbonyldiimidazole|"", ""Ammonium chloride|"", ""Sodium hydroxide|"", ""Hydrochloric acid|""]","[""BASE"", ""WORKUP""]","[""Dimethylformamide|68-12-2"", ""Dichloromethane|75-09-2"", ""Water|7732-18-5"", ""Methanol|67-56-1"", ""Tetrahydrofuran|109-99-9""]",25.0,18.0,87,C#CCN . CCOC(=O)c1c(C)c(C(=O)C(=O)O)c(C)n1C,C#CCNC(=O)C(=O)c1c(C)c(C(=O)O)n(C)c1C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/12125-02-9|12125-02-9+1310-73-2|1310-73-2+1|+1′-Carbonyldiimidazole|+530-62-1|530-62-1+7647-01-0|7647-01-0+Ammonium chloride|+Hydrochloric acid|+Sodium hydroxide|/Dichloromethane|75-09-2+Dimethylformamide|68-12-2+Methanol|67-56-1+Tetrahydrofuran|109-99-9+Water|7732-18-5,,,RCT: 7782-24-3 + 2821859-77-0 | PRO: 2821859-80-5 | RGT: 530-62-1 + 12125-02-9 + 1310-73-2 + 7647-01-0 | SOL: 68-12-2 + 75-09-2 + 7732-18-5 + 67-56-1 + 109-99-9,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1"", ""1′-Carbonyldiimidazole"", ""Ammonium chloride"", ""Sodium hydroxide"", ""Hydrochloric acid""], ""catalysts"": [], ""solvents"": [""Dimethylformamide"", ""Dichloromethane"", ""Water"", ""Methanol"", ""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24782838"", ""1.1"", ""Reagents: 1,1′-Carbonyldiimidazole"", ""Solvents: Dimethylformamide, Dichloromethane; 2 h, rt"", ""1.2"", ""Reagents: Ammonium chloride"", ""Solvents: Water; rt"", ""1.3"", ""Reagents: Sodium hydroxide"", ""Solvents: Methanol, Tetrahydrofuran, Water; overnight, rt"", ""1.4"", ""Reagents: Hydrochloric acid"", ""Solvents: Water; pH 1, rt"", ""265. Scheme 265 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown,"", ""Rotation (+)"", ""Absolute stereochemistry shown"", ""Evaluation of Amide Bioisosteres Leading to 1,2,3-Triazole Containing Compounds as GPR88 Agonists: Design, Synthesis, and Structure-Activity Relationship Studies"", ""By: Rahman, Toufiqur Md; et al"", ""Journal of Medicinal Chemistry (2021), 64(16), 12397-12413."", ""10.1021/acs.jmedchem.1c01075"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""7782-24-3"", ""2821859-77-0""], ""pro_cas"": [""2821859-80-5""], ""rgt_cas"": [""530-62-1"", ""12125-02-9"", ""1310-73-2"", ""7647-01-0""], ""cat_cas"": [], ""sol_cas"": [""68-12-2"", ""75-09-2"", ""7732-18-5"", ""67-56-1"", ""109-99-9""], ""notes"": []}}","[""7782-24-3"", ""2821859-77-0""]","[""2821859-80-5""]","[""530-62-1"", ""12125-02-9"", ""1310-73-2"", ""7647-01-0""]",[],"[""68-12-2"", ""75-09-2"", ""7732-18-5"", ""67-56-1"", ""109-99-9""]"
31-614-CAS-24900179,Other,"[""Poly(oxy-1,2-ethanediyl)|2135447-74-2""]",[],[],"[""Poly(oxy-1,2-ethanediyl)|2135447-74-2""]","[""Pyridine|110-86-1"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide|1892-57-5""]","[""BASE""]","[""Water|7732-18-5""]",60.0,0.583,90,Cc1cc(C)cc(N)c1 . O=C(O)Cc1ccc(O)cc1,Cc1cc(C)cc(NC(=O)Cc2ccc(O)cc2)c1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide|1892-57-5+Pyridine|110-86-1/Water|7732-18-5,,,RCT: 13139-15-6 + 2450-71-7 | PRO: 1268671-03-9 | RGT: 110-86-1 + 1892-57-5 | CAT: 2135447-74-2 | SOL: 7732-18-5,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Pyridine"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide""], ""catalysts"": [""Poly(oxy-1,2-ethanediyl)"", ""α-[[(2S)-1-(1-oxododecyl)-2-pyrrolidinyl]carbonyl]-ω-methoxy-""], ""solvents"": [""Water""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24900179"", ""1.1"", ""Reagents: Pyridine, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide"", ""Catalysts: Poly(oxy-1,2-ethanediyl), α-[[(2S)-1-(1-oxododecyl)-2-pyrrolidinyl]carbonyl]-ω-methoxy-"", ""Solvents: Water; 35 min, 60 °C"", ""32. Scheme 32 (1 Reaction)"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Dipeptide-derived alkynes as potent and selective irreversible inhibitors of cysteine cathepsins"", ""By: Behring, Lydia; et al"", ""Journal of Medicinal Chemistry (2023), 66(6), 3818-3851."", ""10.1021/acs.jmedchem.2c01360"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""13139-15-6"", ""2450-71-7""], ""pro_cas"": [""1268671-03-9""], ""rgt_cas"": [""110-86-1"", ""1892-57-5""], ""cat_cas"": [""2135447-74-2""], ""sol_cas"": [""7732-18-5""], ""notes"": [""Multi-gram scale, sealed flask used""]}}","[""13139-15-6"", ""2450-71-7""]","[""1268671-03-9""]","[""110-86-1"", ""1892-57-5""]","[""2135447-74-2""]","[""7732-18-5""]"
31-614-CAS-24985530,Other,[],[],[],[],"[""Diisopropylethylamine|7087-68-5"", ""N-[1-(Cyano-2-ethoxy-2-oxoethylideneaminooxy)dimethylamino(morpholino)uronium hexafluorophosphate|1075198-30-9""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,2.0,82,CC(C)(C)OC(=O)NCC(=O)O . CNc1ccccc1N,CNc1ccccc1NC(=O)CNC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/Diisopropylethylamine|7087-68-5+N-[1-(Cyano-2-ethoxy-2-oxoethylideneaminooxy)dimethylamino(morpholino)uronium hexafluorophosphate|1075198-30-9/Dichloromethane|75-09-2,,,RCT: 62-53-3 + 616-79-5 | PRO: 30481-54-0 | RGT: 7087-68-5 + 1075198-30-9 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""N-[1-(Cyano-2-ethoxy-2-oxoethylideneaminooxy)dimethylamino(morpholino)uronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-24985530"", ""1.1"", ""Reagents: Diisopropylethylamine, N-[1-(Cyano-2-ethoxy-2-oxoethylideneaminooxy)dimethylamino(morpholino)uronium hexafluorophosphate"", ""Solvents: Dichloromethane; 2 h, rt"", ""85. Scheme 85 (1 Reaction)"", ""Piperazinobenzodiazepinones: New Encephalitic Alphavirus Inhibitors via Ring Expansion of 2-Dichloromethylquinazolinones"", ""By: Ryan, Michael C.; et al"", ""ACS Medicinal Chemistry Letters (2022), 13(4), 546-553."", ""10.1021/acsmedchemlett.1c00539"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""62-53-3"", ""616-79-5""], ""pro_cas"": [""30481-54-0""], ""rgt_cas"": [""7087-68-5"", ""1075198-30-9""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""62-53-3"", ""616-79-5""]","[""30481-54-0""]","[""7087-68-5"", ""1075198-30-9""]",[],"[""75-09-2""]"
31-614-CAS-25082446,Other,[],[],[],[],"[""39968-33-7|39968-33-7"", ""148893-10-1|148893-10-1"", ""7087-68-5|7087-68-5"", ""HOAt|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|"", ""Diisopropylethylamine|""]","[""BASE""]","[""Tetrahydrofuran|109-99-9""]",0.0,8.25,93,CC(C)(C)OC(=O)NCC(=O)O . COc1ccc([C@H](C)N)cc1,COc1ccc([C@H](C)NC(=O)CNC(=O)OC(C)(C)C)cc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+39968-33-7|39968-33-7+7087-68-5|7087-68-5+Diisopropylethylamine|+HOAt|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Tetrahydrofuran|109-99-9,,,RCT: 1702-17-6 + 62-53-3 | PRO: 1021043-37-7 | RGT: 39968-33-7 + 148893-10-1 + 7087-68-5 | SOL: 109-99-9,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""HOAt"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate"", ""Diisopropylethylamine""], ""catalysts"": [], ""solvents"": [""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-25082446"", ""1.1"", ""Reagents: HOAt, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Tetrahydrofuran; 15 min, 0 °C"", ""1.2"", ""Reagents: Diisopropylethylamine; 8 h, rt"", ""121. Scheme 121 (1 Reaction)"", ""Rhodium(III)-Picolinamide Complexes Act as Anticancer and Antimetastasis Agents via Inducing Apoptosis and Autophagy"", ""By: Gu, Yun-Qiong; et al"", ""Journal of Medicinal Chemistry (2023), 66(14), 9592-9606."", ""10.1021/acs.jmedchem.3c00318"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""1702-17-6"", ""62-53-3""], ""pro_cas"": [""1021043-37-7""], ""rgt_cas"": [""39968-33-7"", ""148893-10-1"", ""7087-68-5""], ""cat_cas"": [], ""sol_cas"": [""109-99-9""], ""notes"": []}}","[""1702-17-6"", ""62-53-3""]","[""1021043-37-7""]","[""39968-33-7"", ""148893-10-1"", ""7087-68-5""]",[],"[""109-99-9""]"
31-614-CAS-25838983,Other,"[""Dimethylformamide|68-12-2""]",[],[],"[""Dimethylformamide|68-12-2""]",[],[],[],180.0,14.0,82,NC=O . Nc1cc(F)ccc1C(=O)O,O=c1nc[nH]c2cc(F)ccc12,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/none/none,,,RCT: 75-12-7 + 89-77-0 | PRO: 31374-18-2 | CAT: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [], ""catalysts"": [""Dimethylformamide""], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-25838983"", ""1.1"", ""Catalysts: Dimethylformamide; rt → 180 °C; 14 h, 180 °C"", ""432. Scheme 432 (1 Reaction)"", ""Novel quinazolinone inhibitors of the Pseudomonas aeruginosa quorum sensing transcriptional regulator PqsR"", ""By: Grossman, Scott; et al"", ""European Journal of Medicinal Chemistry (2020), 208, 112778."", ""10.1016/j.ejmech.2020.112778"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""75-12-7"", ""89-77-0""], ""pro_cas"": [""31374-18-2""], ""rgt_cas"": [], ""cat_cas"": [""68-12-2""], ""sol_cas"": [], ""notes"": []}}","[""75-12-7"", ""89-77-0""]","[""31374-18-2""]",[],"[""68-12-2""]",[]
31-614-CAS-25849885,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]","[""BASE""]","[""Dimethylformamide|68-12-2"", ""Tetrahydrofuran|109-99-9""]",25.0,2.017,99,Cn1cc(-c2cc(C(=O)O)ccc2OCc2ccccc2)nn1 . CCN,CCNC(=O)c1ccc(OCc2ccccc2)c(-c2cn(C)nn2)c1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Dimethylformamide|68-12-2+Tetrahydrofuran|109-99-9,,,RCT: 50-79-3 + 2760538-75-6 | PRO: 2760538-82-5 | RGT: 7087-68-5 + 148893-10-1 | SOL: 68-12-2 + 109-99-9,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Dimethylformamide"", ""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-25849885"", ""1.1"", ""Reagents: Diisopropylethylamine"", ""Solvents: Dimethylformamide; 10 s"", ""1.2"", ""Reagents: O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate; 1 min"", ""1.3"", ""Solvents: Tetrahydrofuran; 2 h, rt"", ""362. Scheme 362 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Discovery of novel tripeptide propylene oxide proteasome inhibitors for the treatment of multiple myeloma"", ""By: Zhang, Wen; et al"", ""Bioorganic & Medicinal Chemistry (2021), 40, 116182."", ""10.1016/j.bmc.2021.116182"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""50-79-3"", ""2760538-75-6""], ""pro_cas"": [""2760538-82-5""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2"", ""109-99-9""], ""notes"": []}}","[""50-79-3"", ""2760538-75-6""]","[""2760538-82-5""]","[""7087-68-5"", ""148893-10-1""]",[],"[""68-12-2"", ""109-99-9""]"
31-614-CAS-26205271,Other,[],[],[],[],[],[],[],135.0,7.0,95,NC=O . Nc1ccc(Br)cc1C(=O)O,O=c1nc[nH]c2ccc(Br)cc12,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/none/none,,,RCT: 75-12-7 + 5794-88-7 | PRO: 32084-59-6,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [], ""catalysts"": [], ""solvents"": [], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-26205271"", ""1.1"", ""4 h, 130 - 135 °C"", ""Design, synthesis, and biological evaluation of novel 6-(pyridin-3-yl) quinazolin-4(3H)-one derivatives as potential anticancer agents via PI3K inhibition"", ""By: Yang, Huarong; et al"", ""Bioorganic & Medicinal Chemistry (2021), 46, 116346."", ""10.1016/j.bmc.2021.116346"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""75-12-7"", ""5794-88-7""], ""pro_cas"": [""32084-59-6""], ""rgt_cas"": [], ""cat_cas"": [], ""sol_cas"": [], ""notes"": []}}","[""75-12-7"", ""5794-88-7""]","[""32084-59-6""]",[],[],[]
31-614-CAS-26768391,Other,[],[],[],[],[],[],"[""Acetic acid|64-19-7""]",120.0,4.0,94,CC(=O)O.N=CN . Nc1ccc(Br)cc1C(=O)O,O=c1nc[nH]c2ccc(Br)cc12,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/none/Acetic acid|64-19-7,,,RCT: 38489-74-6 + 136-95-8 | PRO: 1162684-18-5 | SOL: 64-19-7,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [], ""catalysts"": [], ""solvents"": [""Acetic acid""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-26768391"", ""1.1"", ""Solvents: Acetic acid; 4 h, 120 °C"", ""442. Scheme 442 (1 Reaction)"", ""Double bond geometry shown"", ""Double bond geometry shown"", ""In vitro inhibition of α-Synuclein aggregation and disaggregation of preformed fibers by polyphenol hybrids with 2-conjugated benzothiazole"", ""By: Zhao, Ya-Dong; et al"", ""Bioorganic & Medicinal Chemistry Letters (2024), 105, 129752."", ""10.1016/j.bmcl.2024.129752"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""38489-74-6"", ""136-95-8""], ""pro_cas"": [""1162684-18-5""], ""rgt_cas"": [], ""cat_cas"": [], ""sol_cas"": [""64-19-7""], ""notes"": []}}","[""38489-74-6"", ""136-95-8""]","[""1162684-18-5""]",[],[],"[""64-19-7""]"
