ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-35838770,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,2,81,C1CCNCC1 . Ic1ccccc1,c1ccc(N2CCCCC2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 32779-36-5 + 70931-28-1 | PRO: 1294463-19-6 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""32779-36-5"", ""70931-28-1""]","[""1294463-19-6""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-35838775,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,4,79,c1cc[nH]c1 . Ic1ccccc1,c1ccc(-n2cccc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 591-17-3 + 675-20-7 | PRO: 78648-32-5 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""591-17-3"", ""675-20-7""]","[""78648-32-5""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-35838776,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,4,95,OCCNCCO . Ic1ccccc1,OCCN(CCO)c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 109-77-3 + 10282-57-2 | PRO: 1312710-99-8 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""109-77-3"", ""10282-57-2""]","[""1312710-99-8""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-35838783,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,3,93,c1c[nH]cn1 . O=[N+]([O-])c1ccc(Br)cc1,O=[N+]([O-])c1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 123-75-1 + 62802-38-4 | PRO: 446286-61-9 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""Pyrrolidine"", ""62802-38-4""]","[""446286-61-9""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-35838784,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,4,84,O=[N+]([O-])c1ccc(Cl)cc1 . c1c[nH]cn1,O=[N+]([O-])c1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 591-50-4 + 136630-39-2 | PRO: 444796-09-2 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""591-50-4"", ""136630-39-2""]","[""444796-09-2""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-35838785,Ullmann,"[""Copper oxide (Cu2O)"", ""Copper iron oxide (CuFe2O4)""]","[""Cu""]","[""Polyaniline""]","[""KOH""]","[""BASE""]","[""DMSO""]",100,10,78,Nc1ccc(Br)cc1 . c1c[nH]cn1,Nc1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Polyaniline/KOH/DMSO,e02ee0d6,e02ee0d6,RCT: 100-63-0 + 141-97-9 + 109-77-3 + 1122-91-4 | PRO: 82805-69-4 | RGT: 1310-58-3 | CAT: 1317-39-1 + 12018-79-0 + 25233-30-1 | SOL: 67-68-5,"[""100-63-0"", ""141-97-9"", ""109-77-3"", ""1122-91-4""]","[""82805-69-4""]","[""Potassium hydroxide (KOH)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 12018-79-0"", ""Unresolved CAS 25233-30-1""]","[""DMSO""]"
31-614-CAS-36318287,Ullmann,"[""S1)copper"", ""fac-Tris(2-(2-pyridinyl)phenyl)iridium""]","[""Cu"", ""Ir""]","[""4"", ""7-Diphenyl-1"", ""10-phenanthroline"", ""(2-Thiophenecarboxylato-O2""]",[],[],"[""Dioxane""]",25,1.05,95,FC(F)(F)c1cc[nH]n1 . Cc1cc(C)c(I(OC(=O)C2CC(c3cncc(-n4cccn4)n3)C2)OC(=O)C2CC(c3cncc(-n4cccn4)n3)C2)c(C)c1,FC(F)(F)c1ccn(C2CC(c3cncc(-n4cccn4)n3)C2)n1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu+Ir/(2-Thiophenecarboxylato-O2+10-phenanthroline+4+7-Diphenyl-1/none/Dioxane,1b153e53,1b153e53,RCT: 109-04-6 + 103012-26-6 | PRO: 2059135-46-3 | CAT: 1662-01-7 + 68986-76-5 + 94928-86-6 | SOL: 123-91-1,"[""109-04-6"", ""103012-26-6""]","[""2059135-46-3""]",[],"[""Unresolved CAS 1662-01-7"", ""Unresolved CAS 68986-76-5"", ""Unresolved CAS 94928-86-6""]","[""1,4-Dioxane""]"
31-614-CAS-38062404,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110,12,88,CC1(C)CC(=O)CC(=O)C1 . O=C(Nc1cccc(Cl)c1)c1ccccc1Br,CC1(C)CC(=O)c2c(n(-c3cccc(Cl)c3)c(=O)c3ccccc23)C1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 288-13-1 + 5957-85-7 | PRO: 3055343-72-8 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""288-13-1"", ""5957-85-7""]","[""3055343-72-8""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062405,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110,12,86,CC1(C)CC(=O)CC(=O)C1 . O=C(Nc1ccc(Cl)cc1)c1ccccc1Br,CC1(C)CC(=O)c2c(n(-c3ccc(Cl)cc3)c(=O)c3ccccc23)C1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 19829-31-3 + 63074-07-7 | PRO: 3047760-41-5 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""19829-31-3"", ""63074-07-7""]","[""3047760-41-5""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062407,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,95,CCOC(=O)CC#N . O=C(Nc1ccccc1)c1ccccc1I,CCOC(=O)c1c(N)n(-c2ccccc2)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 111-42-2 + 591-50-4 | PRO: 120-07-0 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""111-42-2"", ""591-50-4""]","[""120-07-0""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062413,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,95,CCOC(=O)CC#N . O=C(Nc1cccc2ccccc12)c1ccccc1Br,CCOC(=O)c1c(N)n(-c2cccc3ccccc23)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 20154-03-4 + 2923758-60-3 | PRO: 2923758-61-4 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""20154-03-4"", ""2923758-60-3""]","[""2923758-61-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062416,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,94,CCOC(=O)CC#N . O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1Br,CCOC(=O)c1c(N)n(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 580-13-2 + 13349-82-1 | PRO: 3047760-88-0 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""580-13-2"", ""13349-82-1""]","[""3047760-88-0""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062418,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,96,CCOC(=O)CC#N . O=C(Nc1ccc2ccccc2c1)c1ccccc1Br,CCOC(=O)c1c(N)n(-c2ccc3ccccc3c2)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 103-88-8 + 13349-82-1 | PRO: 3047760-87-9 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""103-88-8"", ""13349-82-1""]","[""3047760-87-9""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062419,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,91,CCOC(=O)CC#N . O=C(Nc1cccc(Cl)c1)c1ccccc1Br,CCOC(=O)c1c(N)n(-c2cccc(Cl)c2)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 126-81-8 + 878109-23-0 | PRO: 2887927-31-1 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""126-81-8"", ""878109-23-0""]","[""2887927-31-1""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062420,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110,12,90,CC1(C)CC(=O)CC(=O)C1 . Cc1cccc(NC(=O)c2ccccc2Br)c1,Cc1cccc(-n2c3c(c4ccccc4c2=O)C(=O)CC(C)(C)C3)c1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 105-56-6 + 10278-30-5 | PRO: 2999684-24-9 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""105-56-6"", ""10278-30-5""]","[""2999684-24-9""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062421,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,95,N#CCC#N . O=C(Nc1ccccc1)c1ccccc1Br,N#Cc1c(N)n(-c2ccccc2)c(=O)c2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 573-17-1 + 103003-01-6 | PRO: 3047760-82-4 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""573-17-1"", ""103003-01-6""]","[""3047760-82-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062422,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",110,12,91,CC1(C)CC(=O)CC(=O)C1 . O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1Br,CC1(C)CC(=O)c2c(n(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(=O)c3ccccc23)C1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 126-81-8 + 571165-08-7 | PRO: 2999684-21-6 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""126-81-8"", ""571165-08-7""]","[""2999684-21-6""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062423,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",90,12,92,CCOC(=O)CC#N . COc1ccc(Br)c(C(=O)Nc2ccccc2)c1,CCOC(=O)c1c(N)n(-c2ccccc2)c(=O)c2cc(OC)ccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate (Cs2CO3)/DMF,fadc78a4,fadc78a4,RCT: 111-49-9 + 124405-67-0 | PRO: 1863643-13-3 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""111-49-9"", ""124405-67-0""]","[""1863643-13-3""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
